2022-06-05 23:01:28,105 | itj_planning | INFO | planning.statistics.py started with args: Namespace(debug=False, design_dir='220407_CantiBoxLeft', movement_id=None, no_fk=True, problem='CantiBoxLeft_process.json', problem_subdir='results')
2022-06-05 23:01:30,660 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,660 | itj_planning | INFO | #1037  A216_M2  L  Linear retract of Gripper from Beam ('b18')
2022-06-05 23:01:30,660 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,660 | itj_planning | INFO | #1039  A218_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b19')
2022-06-05 23:01:30,661 | itj_planning | INFO |                    180 TrajPts.
2022-06-05 23:01:30,661 | itj_planning | INFO | #1041  A218_M2  L  Linear Advance to Storage Frame of Beam ('b19')
2022-06-05 23:01:30,661 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,661 | itj_planning | INFO | #1044  A218_M5  L  Linear Retract after picking up Beam ('b19')
2022-06-05 23:01:30,661 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,661 | itj_planning | INFO | #1045  A219_M0  L  Linear Move to lift up Beam ('b19')
2022-06-05 23:01:30,661 | itj_planning | INFO |                    2   TrajPts.
2022-06-05 23:01:30,661 | itj_planning | INFO | #1046  A219_M1  L  Linear Move to intermediate position before reorienting Beam ('b19')
2022-06-05 23:01:30,662 | itj_planning | INFO |                    71  TrajPts.
2022-06-05 23:01:30,662 | itj_planning | INFO | #1047  A219_M2  L  Final Move to reorient Beam ('b19')
2022-06-05 23:01:30,662 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,662 | itj_planning | INFO | #1051  A223_M0  F  Free Move to bring Beam ('b19') to assemble_approach position on structure.
2022-06-05 23:01:30,662 | itj_planning | INFO |                    63  TrajPts.
2022-06-05 23:01:30,662 | itj_planning | INFO | #1052  A223_M1  L  Linear Advance to bring Screwdriver tips to touch the predrilled hole.
2022-06-05 23:01:30,662 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,662 | itj_planning | INFO | #1053  A223_M2  L  Robot and Screwdrivers (['s1', 's2', 's3']) syncronously move to screw Beam ('b19')
2022-06-05 23:01:30,663 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,663 | itj_planning | INFO | #1057  A224_M2  L  Linear retract of Gripper from Beam ('b19')
2022-06-05 23:01:30,663 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,663 | itj_planning | INFO | #1059  A225_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,663 | itj_planning | INFO |                    120 TrajPts.
2022-06-05 23:01:30,663 | itj_planning | INFO | #1060  A225_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,663 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,663 | itj_planning | INFO | #1062  A225_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,664 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,664 | itj_planning | INFO | #1063  A226_M0  F  Free Move to reach SL1 ('s3') on Beam ('b19') 
2022-06-05 23:01:30,664 | itj_planning | INFO |                    128 TrajPts.
2022-06-05 23:01:30,664 | itj_planning | INFO | #1065  A226_M2  L  Linear Advance to dock toolchanger of SL1 ('s3').
2022-06-05 23:01:30,664 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,664 | itj_planning | INFO | #1069  A227_M2  L  Robot and Screwdriver (s3) syncronously move to retract from Joint ('b8-b19')
2022-06-05 23:01:30,664 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,664 | itj_planning | INFO | #1070  A227_M3  L  Linear retract after picking up Screwdriver ('s3')
2022-06-05 23:01:30,665 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,665 | itj_planning | INFO | #1073  A228_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s3'), to place tool in storage.
2022-06-05 23:01:30,665 | itj_planning | INFO |                    151 TrajPts.
2022-06-05 23:01:30,665 | itj_planning | INFO | #1074  A228_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s3'). (Faster)
2022-06-05 23:01:30,665 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,665 | itj_planning | INFO | #1075  A228_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s3').
2022-06-05 23:01:30,665 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,665 | itj_planning | INFO | #1077  A228_M5  L  Linear Retract after placing SL1 ('s3') in storage
2022-06-05 23:01:30,666 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,666 | itj_planning | INFO | #1078  A229_M0  F  Free Move to reach SL1 ('s2') on Beam ('b19') 
2022-06-05 23:01:30,666 | itj_planning | INFO |                    187 TrajPts.
2022-06-05 23:01:30,666 | itj_planning | INFO | #1080  A229_M2  L  Linear Advance to dock toolchanger of SL1 ('s2').
2022-06-05 23:01:30,666 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,666 | itj_planning | INFO | #1084  A230_M2  L  Robot and Screwdriver (s2) syncronously move to retract from Joint ('b18-b19')
2022-06-05 23:01:30,667 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,667 | itj_planning | INFO | #1085  A230_M3  L  Linear retract after picking up Screwdriver ('s2')
2022-06-05 23:01:30,667 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,667 | itj_planning | INFO | #1088  A231_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s2'), to place tool in storage.
2022-06-05 23:01:30,667 | itj_planning | INFO |                    142 TrajPts.
2022-06-05 23:01:30,667 | itj_planning | INFO | #1089  A231_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s2'). (Faster)
2022-06-05 23:01:30,668 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,668 | itj_planning | INFO | #1090  A231_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s2').
2022-06-05 23:01:30,668 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,668 | itj_planning | INFO | #1092  A231_M5  L  Linear Retract after placing SL1 ('s2') in storage
2022-06-05 23:01:30,668 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,668 | itj_planning | INFO | #1093  A232_M0  F  Free Move to reach SL1 ('s1') on Beam ('b19') 
2022-06-05 23:01:30,668 | itj_planning | INFO |                    110 TrajPts.
2022-06-05 23:01:30,668 | itj_planning | INFO | #1095  A232_M2  L  Linear Advance to dock toolchanger of SL1 ('s1').
2022-06-05 23:01:30,669 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,669 | itj_planning | INFO | #1099  A233_M2  L  Robot and Screwdriver (s1) syncronously move to retract from Joint ('b1-b19')
2022-06-05 23:01:30,669 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,669 | itj_planning | INFO | #1100  A233_M3  L  Linear retract after picking up Screwdriver ('s1')
2022-06-05 23:01:30,669 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,669 | itj_planning | INFO | #1103  A234_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s1'), to place tool in storage.
2022-06-05 23:01:30,669 | itj_planning | INFO |                    135 TrajPts.
2022-06-05 23:01:30,669 | itj_planning | INFO | #1104  A234_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s1'). (Faster)
2022-06-05 23:01:30,670 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,670 | itj_planning | INFO | #1105  A234_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s1').
2022-06-05 23:01:30,670 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,670 | itj_planning | INFO | #1107  A234_M5  L  Linear Retract after placing SL1 ('s1') in storage
2022-06-05 23:01:30,670 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,670 | itj_planning | INFO | #1108  A235_M0  F  Free Move to reach CL3 ('c2') to detach it from structure.
2022-06-05 23:01:30,671 | itj_planning | INFO |                    90  TrajPts.
2022-06-05 23:01:30,671 | itj_planning | INFO | #1110  A235_M2  L  Linear Advance to dock toolchanger of CL3 ('c2').
2022-06-05 23:01:30,671 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,671 | itj_planning | INFO | #1114  A235_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,671 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,671 | itj_planning | INFO | #1115  A235_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,671 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,672 | itj_planning | INFO | #1118  A236_M1  F  Free Move to reach Storage Approach Frame of CL3 ('c2'), to place tool in storage.
2022-06-05 23:01:30,672 | itj_planning | INFO |                    76  TrajPts.
2022-06-05 23:01:30,672 | itj_planning | INFO | #1119  A236_M2  L  Linear Advance 1 to approach Storage Frame of CL3 ('c2'). (Faster)
2022-06-05 23:01:30,672 | itj_planning | INFO |                    23  TrajPts.
2022-06-05 23:01:30,672 | itj_planning | INFO | #1120  A236_M3  L  Linear Advance 2 to Storage Frame of CL3 ('c2').
2022-06-05 23:01:30,672 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,672 | itj_planning | INFO | #1123  A236_M6  L  Linear Retract after placing CL3 ('c2') in storage
2022-06-05 23:01:30,672 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,673 | itj_planning | INFO | #1124  A237_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-05 23:01:30,673 | itj_planning | INFO |                    114 TrajPts.
2022-06-05 23:01:30,673 | itj_planning | INFO | #1126  A237_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-05 23:01:30,673 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,673 | itj_planning | INFO | #1130  A237_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,673 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,673 | itj_planning | INFO | #1131  A237_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,673 | itj_planning | INFO |                    11  TrajPts.
2022-06-05 23:01:30,674 | itj_planning | INFO | #1134  A238_M1  F  Free Move to reach Storage Approach Frame of CL3 ('c1'), to place tool in storage.
2022-06-05 23:01:30,674 | itj_planning | INFO |                    119 TrajPts.
2022-06-05 23:01:30,674 | itj_planning | INFO | #1135  A238_M2  L  Linear Advance 1 to approach Storage Frame of CL3 ('c1'). (Faster)
2022-06-05 23:01:30,674 | itj_planning | INFO |                    22  TrajPts.
2022-06-05 23:01:30,674 | itj_planning | INFO | #1136  A238_M3  L  Linear Advance 2 to Storage Frame of CL3 ('c1').
2022-06-05 23:01:30,674 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,674 | itj_planning | INFO | #1139  A238_M6  L  Linear Retract after placing CL3 ('c1') in storage
2022-06-05 23:01:30,674 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,675 | itj_planning | INFO | #1140  A239_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-06-05 23:01:30,675 | itj_planning | INFO |                    180 TrajPts.
2022-06-05 23:01:30,675 | itj_planning | INFO | #1142  A239_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-06-05 23:01:30,675 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,675 | itj_planning | INFO | #1146  A239_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-05 23:01:30,675 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,675 | itj_planning | INFO | #1147  A239_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-05 23:01:30,675 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,676 | itj_planning | INFO | #1150  A240_M1  F  Free Move to reach Storage Approach Frame of CL3M ('c3'), to place tool in storage.
2022-06-05 23:01:30,676 | itj_planning | INFO |                    152 TrajPts.
2022-06-05 23:01:30,676 | itj_planning | INFO | #1151  A240_M2  L  Linear Advance 1 to approach Storage Frame of CL3M ('c3'). (Faster)
2022-06-05 23:01:30,676 | itj_planning | INFO |                    23  TrajPts.
2022-06-05 23:01:30,676 | itj_planning | INFO | #1152  A240_M3  L  Linear Advance 2 to Storage Frame of CL3M ('c3').
2022-06-05 23:01:30,676 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,676 | itj_planning | INFO | #1155  A240_M6  L  Linear Retract after placing CL3M ('c3') in storage
2022-06-05 23:01:30,676 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,677 | itj_planning | INFO | #1156  A241_M0  F  Free Move to reach CL3M ('c4') to detach it from structure.
2022-06-05 23:01:30,677 | itj_planning | INFO |                    113 TrajPts.
2022-06-05 23:01:30,677 | itj_planning | INFO | #1158  A241_M2  L  Linear Advance to dock toolchanger of CL3M ('c4').
2022-06-05 23:01:30,677 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,677 | itj_planning | INFO | #1162  A241_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-05 23:01:30,677 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,677 | itj_planning | INFO | #1163  A241_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-05 23:01:30,677 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,678 | itj_planning | INFO | #1166  A242_M1  F  Free Move to reach Storage Approach Frame of CL3M ('c4'), to place tool in storage.
2022-06-05 23:01:30,678 | itj_planning | INFO |                    130 TrajPts.
2022-06-05 23:01:30,678 | itj_planning | INFO | #1167  A242_M2  L  Linear Advance 1 to approach Storage Frame of CL3M ('c4'). (Faster)
2022-06-05 23:01:30,678 | itj_planning | INFO |                    22  TrajPts.
2022-06-05 23:01:30,678 | itj_planning | INFO | #1168  A242_M3  L  Linear Advance 2 to Storage Frame of CL3M ('c4').
2022-06-05 23:01:30,678 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,678 | itj_planning | INFO | #1171  A242_M6  L  Linear Retract after placing CL3M ('c4') in storage
2022-06-05 23:01:30,678 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,679 | itj_planning | INFO | --------------------------------------------------
2022-06-05 23:01:30,679 | itj_planning | INFO | List of RoboticLinearMovement IDs without Trajectory (count = 0):
2022-06-05 23:01:30,679 | itj_planning | INFO | 
2022-06-05 23:01:30,679 | itj_planning | INFO | List of RoboticFreeMovement IDs without Trajectory (count = 0):
2022-06-05 23:01:30,679 | itj_planning | INFO | 
2022-06-05 23:01:30,679 | itj_planning | INFO | List of all Movements IDs without Trajectory (count = 0):
2022-06-05 23:01:30,680 | itj_planning | INFO | 
2022-06-05 23:01:30,680 | itj_planning | INFO | --------------------------------------------------
2022-06-05 23:01:30,680 | itj_planning | INFO | End of Statistics.
